seed,n_train,n_test,R2,MAE,RMSE,MRE
42,62337,15585,0.15118220997174647,145.47615148656104,372.74203215731535,444.1003670479135
1042,62337,15585,0.13130637234818998,143.15477387947726,355.0535888285228,434.2246379738141
2042,62337,15585,0.14491683094251073,146.68009052473255,380.48058031029717,428.8767684138836
3042,62337,15585,0.1389621055648117,145.42470458285888,388.4438709752962,432.2490847547407
4042,62337,15585,0.14134384619603302,146.8792927191684,377.823736999833,424.5706547136156
