seed,n_train,n_test,R2,MAE,RMSE,MRE
42,95432,23859,0.19865273705327724,219.40677449944,580.5755593858922,258.94530632361005
1042,95432,23859,0.17921084874541704,214.98026653559128,576.7796101082102,255.01946574663208
2042,95432,23859,0.18142095356184318,217.90521931700053,563.4414565444649,260.3493564639886
3042,95432,23859,0.18881373421083658,220.69628076931758,598.7985380253212,261.59638338928465
4042,95432,23859,0.18694212818207712,218.91828225421727,567.5560685660225,255.91116354642506
