seed,n_train,n_test,R2,MAE,RMSE,MRE
42,71775,17944,0.17309839234361368,204.06233953739547,531.1904201061367,271.70218294378657
1042,71775,17944,0.18020568416885674,202.94320554670637,520.3573409700103,274.38323450021915
2042,71775,17944,0.17679994928607656,204.91381333562288,546.238462153968,263.8711447363499
3042,71775,17944,0.18220980840527323,204.22612603918773,530.3723920558433,271.5263723569582
4042,71775,17944,0.18254369331440357,203.8385745115656,533.0373102723789,265.85682710398856
