seed,n_train,n_test,R2,MAE,RMSE,MRE
42,15268,3818,0.1451360484608688,315.7354315448825,712.9704440341593,746.0597043740202
1042,15268,3818,0.17634434074477323,323.8945679587915,755.1457419772661,812.7407947604853
2042,15268,3818,0.1415573970225661,304.6118338393376,690.979203953526,795.9317806153773
3042,15268,3818,0.1751408480709402,315.73135461584,756.7886038154385,798.0740578147811
4042,15268,3818,0.14783977384505875,323.2271347062203,713.42985879876,748.1692726111291
