per_model_file,target,learner,cv,experiment,n_train,n_test,R2,MAE,RMSE,MRE
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter05_seed4042,107817.0,26955.0,0.5846768481641128,146.80426619877707,382.688131614779,144.96550865937792
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter06_seed5042,107817.0,26955.0,0.574918691137776,148.27619346823914,404.90339915312,140.28440103397287
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter07_seed6042,107817.0,26955.0,0.5662983401301122,150.38991251114888,398.51186506908454,140.3068418660953
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter08_seed7042,107817.0,26955.0,0.5634361677813469,148.69633804038654,402.952578159686,143.76239974622237
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter09_seed8042,107817.0,26955.0,0.5879756419373102,150.0180243935044,401.42095930639033,145.68438922740094
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter10_seed9042,107817.0,26955.0,0.5725660788331166,154.19040809607074,428.48244746381187,142.12923031964127
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter11_seed10042,107817.0,26955.0,0.5675977716923575,152.3903618294216,412.8495073664824,140.54567610544606
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter12_seed11042,107817.0,26955.0,0.576781246704354,147.4574333891568,401.8241631216484,143.80806204441996
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter13_seed12042,107817.0,26955.0,0.5737733285630056,149.11344535476476,399.7985666439069,136.05450794841346
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter14_seed13042,107817.0,26955.0,0.5749304108944315,149.0235331843516,389.196316590444,142.02318975982993
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter15_seed14042,107817.0,26955.0,0.5763719404976712,150.95895819083344,409.94921807367143,143.02965926585767
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter16_seed15042,107817.0,26955.0,0.5849578466129468,149.30402802669326,407.371630185244,141.64533983479078
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter17_seed16042,107817.0,26955.0,0.5688202186795234,146.58736350519362,377.92467315233824,145.5672484363248
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter18_seed17042,107817.0,26955.0,0.561381784339205,152.630556831709,422.38677921186,140.65889893870445
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter19_seed18042,107817.0,26955.0,0.5682398751446469,149.18305436158258,407.544421091678,139.25386529886438
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter20_seed19042,107817.0,26955.0,0.561361715784426,148.61772494553892,404.7660928953361,141.28045299765552
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter21_seed20042,107817.0,26955.0,0.5654385822456125,150.20727540864132,404.4838818573028,137.90372852214023
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter22_seed21042,107817.0,26955.0,0.5629247517858043,150.5366057151464,422.6016498055134,147.0309569243723
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter23_seed22042,107817.0,26955.0,0.5694187054004516,151.295782829835,410.30396910482375,142.09428599613838
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter24_seed23042,107817.0,26955.0,0.5738808247864775,149.31494242401698,402.9257535292362,142.43568610026213
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter25_seed24042,107817.0,26955.0,0.5897274701898747,148.27982662902485,396.5067129996457,139.88287592939983
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter26_seed25042,107817.0,26955.0,0.5717254586620724,153.3990024994273,412.35461624419514,138.66401681511903
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter27_seed26042,107817.0,26955.0,0.5644209317069632,150.21364550376003,413.863713110567,143.1185443326088
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter28_seed27042,107817.0,26955.0,0.5716064279872213,150.29398549409248,399.3326070119624,146.92524889394568
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter29_seed28042,107817.0,26955.0,0.566380245128597,150.24878915250872,397.4422289705721,142.4309794078388
data_bigcode_starcoder,Target_throughput_tokens_per_sec,llm_pilot,split80_20,baseline_split80_llm_pilot_iter30_seed29042,107817.0,26955.0,0.5642697987830219,152.994279603297,415.71210465681094,145.44905142260134
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter01_seed42,107817.0,26955.0,0.3102334741399449,199.10430586358217,499.5535860310189,232.3738404144944
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter02_seed1042,107817.0,26955.0,0.2926023606798046,200.14425022192728,514.977535470318,235.45641040001027
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter03_seed2042,107817.0,26955.0,0.3167876988040543,199.68985355546027,498.03638163328617,222.7451629945733
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter04_seed3042,107817.0,26955.0,0.3064639657810368,198.8529972790236,508.2199549366696,232.4874065825227
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter05_seed4042,107817.0,26955.0,0.3137998287902422,198.67000830234255,491.9005793115427,232.97486742251024
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter06_seed5042,107817.0,26955.0,0.3018578170458216,201.1595367470906,518.9044055510714,224.3194646638826
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter07_seed6042,107817.0,26955.0,0.3074235278007668,200.4808829831939,503.59287989045345,229.92891579918893
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter08_seed7042,107817.0,26955.0,0.2978310359419839,198.9907924290231,511.0352727538344,229.85601763956885
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter09_seed8042,107817.0,26955.0,0.3155160591774278,200.911481432362,517.3926208105253,231.02973338157489
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter10_seed9042,107817.0,26955.0,0.3085333481722611,205.3422346937881,544.9845161208482,227.9215101085085
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter11_seed10042,107817.0,26955.0,0.3051667556786457,202.8641147331191,523.3450292636112,228.97053899700327
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter12_seed11042,107817.0,26955.0,0.2970884090389297,200.47213279135997,517.849962987073,236.12714931742823
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter13_seed12042,107817.0,26955.0,0.3038857402846069,201.99667417210483,510.92974466313746,236.5540286746916
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter14_seed13042,107817.0,26955.0,0.3135585726575615,200.7013649317523,494.5844372929685,232.50975389979615
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter15_seed14042,107817.0,26955.0,0.315103362522165,200.40462023395415,521.2549836174773,225.5029006408301
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter16_seed15042,107817.0,26955.0,0.308625473634752,200.43401058499023,525.7767336981133,231.2898336675155
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter17_seed16042,107817.0,26955.0,0.304288794886137,196.5059004338811,480.0545068181492,230.1697586268004
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter18_seed17042,107817.0,26955.0,0.3093985988485263,201.99843713469625,530.0059094353078,230.7414188074056
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter19_seed18042,107817.0,26955.0,0.3037330605317037,200.513045586422,517.5372028243772,236.642707682695
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter20_seed19042,107817.0,26955.0,0.3095158641481115,198.16162066291392,507.8409413484276,233.76063392861468
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter21_seed20042,107817.0,26955.0,0.3061845460169953,200.84357361904136,511.090280751558,231.67223507266868
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter22_seed21042,107817.0,26955.0,0.2970964428077166,200.7035185541535,535.9212186179001,227.95216742793025
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter23_seed22042,107817.0,26955.0,0.3076627794902931,199.54563459455028,520.2798168268152,227.0664699193739
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter24_seed23042,107817.0,26955.0,0.3115917673893816,199.0667173116428,512.1327104901958,231.41286147725123
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter25_seed24042,107817.0,26955.0,0.3020576973239046,203.8738469614084,517.1589985376003,232.32411816473095
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter26_seed25042,107817.0,26955.0,0.3183250897418702,202.03217402522415,520.233585637356,230.68364938540097
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter27_seed26042,107817.0,26955.0,0.2994747325346998,199.3764965198702,524.8506644466472,226.4959176025396
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter28_seed27042,107817.0,26955.0,0.303630549966838,198.3344435771692,509.13523735808553,230.91502295907023
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter29_seed28042,107817.0,26955.0,0.3024575661117572,201.73247190307825,504.0861860310505,235.63783329292488
data_bigcode_starcoder,Target_throughput_tokens_per_sec,lr,split80_20,baseline_split80_lr_iter30_seed29042,107817.0,26955.0,0.3101005329375809,201.6165605939778,523.0903928817518,228.65945110979405
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter01_seed42,107817.0,26955.0,0.5606267839811978,151.90172356424847,398.7014482506351,156.9078289750324
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter02_seed1042,107817.0,26955.0,0.5654066431059013,144.76231992264806,403.6435556476874,126.20391874047723
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter03_seed2042,107817.0,26955.0,0.5754654031682905,146.02435472696325,392.5904895867132,122.78403686176516
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter04_seed3042,107817.0,26955.0,0.5629090738294019,149.9510596871799,403.4624239524685,145.2225768404254
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter05_seed4042,107817.0,26955.0,0.5911983363913665,144.65279183918167,379.6717204228457,127.7468046976164
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter06_seed5042,107817.0,26955.0,0.5814371093718461,145.22229144031513,401.78690568521125,122.30862701106776
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter07_seed6042,107817.0,26955.0,0.577824324414037,146.87309867734822,393.1808142513351,124.0844313140302
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter08_seed7042,107817.0,26955.0,0.5592361397433735,147.0498101533818,404.8862714009367,141.55646327320454
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter09_seed8042,107817.0,26955.0,0.5751561505253608,151.80753776556344,407.6179180051701,156.24353054370584
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter10_seed9042,107817.0,26955.0,0.5678686079964956,157.70160665279548,430.830510862056,165.42209173851276
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter11_seed10042,107817.0,26955.0,0.5744171334053572,149.49340414204175,409.5810705337151,124.4961786270948
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter12_seed11042,107817.0,26955.0,0.5752564910599358,147.57348975243977,402.5473503738552,137.1343489273241
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter13_seed12042,107817.0,26955.0,0.569666061769819,152.2685571585125,401.7202464944946,146.69955612183432
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter14_seed13042,107817.0,26955.0,0.562035737457681,154.83802535472026,395.05543477497713,158.61073428524602
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter15_seed14042,107817.0,26955.0,0.5897304924544141,147.03456524612466,403.4338393029626,124.05503160611516
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter16_seed15042,107817.0,26955.0,0.5926049220660632,146.68995221830232,403.60130883884307,123.50556397672064
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter17_seed16042,107817.0,26955.0,0.5562249930856497,151.6347280356242,383.4047348652964,163.8959195586976
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter18_seed17042,107817.0,26955.0,0.5490342787469729,154.98570129144414,428.2908045321,143.5439320184798
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter19_seed18042,107817.0,26955.0,0.5736315207756227,145.4028003543054,404.99180217543153,122.0055225352114
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter20_seed19042,107817.0,26955.0,0.5654437500325893,146.88952084310057,402.8782833137295,132.11295952995198
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter21_seed20042,107817.0,26955.0,0.5708489792211707,149.9030469721638,401.9580332608766,133.94199875557493
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter22_seed21042,107817.0,26955.0,0.5684558188541299,151.2341495839914,419.9191824838337,138.42940360233612
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter23_seed22042,107817.0,26955.0,0.5760341956213766,147.37763742612398,407.1397946212502,122.7032122556164
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter24_seed23042,107817.0,26955.0,0.5811275141900707,150.5221175437226,399.4849338055693,128.01965775467474
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter25_seed24042,107817.0,26955.0,0.5863748712427173,155.77666294920652,398.12347165954935,160.57888169208957
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter26_seed25042,107817.0,26955.0,0.5635230977987327,157.91700791227962,416.28461888587566,144.82785756980786
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter27_seed26042,107817.0,26955.0,0.5645727366445306,155.40119462547003,413.791588398173,152.63989204318048
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter28_seed27042,107817.0,26955.0,0.56156064650976,155.03767959914356,403.9876277652125,162.75971321818204
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter29_seed28042,107817.0,26955.0,0.5582753997536337,153.81885570442674,401.13935625226793,149.05560962815014
data_bigcode_starcoder,Target_throughput_tokens_per_sec,nn,split80_20,baseline_split80_nn_iter30_seed29042,107817.0,26955.0,0.5673773535274385,151.56996415851918,414.2270576245074,128.76923597059536
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter01_seed42,107817.0,26955.0,0.5634822455390923,146.51127685233564,397.4037673999296,113.9304004791388
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter02_seed1042,107817.0,26955.0,0.5584999736004712,145.57589939552082,406.83831633942657,115.93302187546684
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter03_seed2042,107817.0,26955.0,0.572017750350944,147.5798599622118,394.18138328339353,113.47031787419756
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter04_seed3042,107817.0,26955.0,0.5749737823666927,144.47395569425987,397.8552177639383,114.34219234693327
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter05_seed4042,107817.0,26955.0,0.5900372723560241,143.43789807588118,380.21050323628816,115.26640705434365
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter06_seed5042,107817.0,26955.0,0.5757876198776217,145.16450344500197,404.4893463869247,112.1939001811834
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter07_seed6042,107817.0,26955.0,0.5749472564655596,146.41021568525076,394.5182754876332,113.26755296990586
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter08_seed7042,107817.0,26955.0,0.5621833488507373,145.4568494109734,403.530345854756,114.34152088757196
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter09_seed8042,107817.0,26955.0,0.5985609010837328,145.4603071665494,396.23098432212635,114.76773349784222
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter10_seed9042,107817.0,26955.0,0.5724539151311332,151.48508111729666,428.53866319996064,115.38431589290212
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter11_seed10042,107817.0,26955.0,0.5631031970048366,150.33646843866617,414.98962805924685,115.59640704331852
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter12_seed11042,107817.0,26955.0,0.5824919213959852,143.82768586904203,399.1039616499357,115.9643532019874
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter13_seed12042,107817.0,26955.0,0.5764897868937443,146.4244563666755,398.5225178218598,114.93870371090128
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter14_seed13042,107817.0,26955.0,0.5776542764223097,145.68691951944416,387.9473184935997,114.54481943790276
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter15_seed14042,107817.0,26955.0,0.5842617903502307,146.84550143404124,406.11373134630173,114.25427506385437
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter16_seed15042,107817.0,26955.0,0.5941107556399039,145.678667464267,402.8547128693736,113.8438639618484
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter17_seed16042,107817.0,26955.0,0.5696588751666036,143.38213474482987,377.5569573396065,115.01212764514752
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter18_seed17042,107817.0,26955.0,0.563971435335042,149.53946993177652,421.1380238954861,114.89851356744973
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter19_seed18042,107817.0,26955.0,0.574827881101198,145.4452170284049,404.42321361265897,114.6123501845614
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter20_seed19042,107817.0,26955.0,0.5662020190922437,145.19204545528007,402.5266331902058,115.1790907475056
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter21_seed20042,107817.0,26955.0,0.5691491994285867,147.8381571195154,402.75328353654817,115.19659454100658
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter22_seed21042,107817.0,26955.0,0.5653733587305787,147.12486951272257,421.4162261335987,114.56540229075232
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter23_seed22042,107817.0,26955.0,0.5709162466570901,147.87791291561996,409.5898387945267,114.37227346845668
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter24_seed23042,107817.0,26955.0,0.5783584269888395,146.54043400462143,400.8032185325892,114.34648696167108
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter25_seed24042,107817.0,26955.0,0.5929144018362249,145.55508078520688,394.963710220732,115.70518189320448
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter26_seed25042,107817.0,26955.0,0.575409680835121,150.4980099376592,410.5771496468342,114.39105561895776
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter27_seed26042,107817.0,26955.0,0.56951415358658,146.93042006731,411.4369459900312,115.45156360635065
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter28_seed27042,107817.0,26955.0,0.5784069321487921,145.64706857881546,396.1503383737703,113.97215308793204
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter29_seed28042,107817.0,26955.0,0.5676268776529888,146.81533825170175,396.8705056754968,114.96330509063432
data_bigcode_starcoder,Target_throughput_tokens_per_sec,rf_light,split80_20,baseline_split80_rf_light_iter30_seed29042,107817.0,26955.0,0.5670374886746827,149.02322957099523,414.3897323952379,113.55699777397564
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter01_seed42,107817.0,26955.0,0.3102336492749339,199.1037866555315,499.5535226115037,232.3719682369873
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter02_seed1042,107817.0,26955.0,0.2926025984107235,200.14372002476247,514.9774489375915,235.45460063253384
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter03_seed2042,107817.0,26955.0,0.3167877289953227,199.68936376984416,498.0363706291296,222.7435014645101
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter04_seed3042,107817.0,26955.0,0.3064640881557987,198.8524878105877,508.21991009884175,232.48569816282944
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter05_seed4042,107817.0,26955.0,0.3138000856477224,198.66947643588645,491.9004872477685,232.97299106407587
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter06_seed5042,107817.0,26955.0,0.3018578864638137,201.1590192027952,518.9043797531009,224.31782533114685
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter07_seed6042,107817.0,26955.0,0.307423699996211,200.4803536034234,503.592817286244,229.927130246683
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter08_seed7042,107817.0,26955.0,0.2978311279327477,198.99030076936867,511.0352392786105,229.8542978289696
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter09_seed8042,107817.0,26955.0,0.315515831044565,200.91099649736185,517.3927070318688,231.02795914521863
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter10_seed9042,107817.0,26955.0,0.3085329147991045,205.34176893264467,544.9846869039384,227.91977734447272
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter11_seed10042,107817.0,26955.0,0.3051667250730986,202.8636126845742,523.3450407895858,228.9687843765999
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter12_seed11042,107817.0,26955.0,0.297088471320596,200.47162894387407,517.8499400449565,236.1252647672516
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter13_seed12042,107817.0,26955.0,0.3038858637600821,201.99614979223415,510.92969934924326,236.55214324827284
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter14_seed13042,107817.0,26955.0,0.3135587258574743,200.7008585561308,494.5843821023186,232.5079415294423
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter15_seed14042,107817.0,26955.0,0.315103050188479,200.40415854031315,521.2551024715224,225.50120948712737
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter16_seed15042,107817.0,26955.0,0.3086252781131187,200.43352571427215,525.7768080432869,231.28807782861043
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter17_seed16042,107817.0,26955.0,0.30428930211436,196.50535324089603,480.0543318193587,230.1679800397708
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter18_seed17042,107817.0,26955.0,0.309398347636271,201.99795316820715,530.0060058324245,230.73962901526545
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter19_seed18042,107817.0,26955.0,0.3037330749406141,200.5125084566008,517.5371974692852,236.6407554080143
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter20_seed19042,107817.0,26955.0,0.3095158445175764,198.16112128564043,507.8409485674126,233.7587218762503
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter21_seed20042,107817.0,26955.0,0.3061845761425387,200.84307483835912,511.09026965575976,231.67047263898772
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter22_seed21042,107817.0,26955.0,0.2970962373690431,200.70303893269403,535.9212969351422,227.95052642824368
data_bigcode_starcoder,Target_throughput_tokens_per_sec,ridge,split80_20,baseline_split80_ridge_iter23_seed22042,107817.0,26955.0,0.3076625961419325,199.545172433351,520.2798857184206,227.0647875646864
