baseline_DaL,baseline_llm_pilot,baseline_lr,baseline_nn,baseline_rf_light,baseline_ridge,dcpl_gate_lr,dcpl_gate_nn,dcpl_gate_rf,dcpl_gate_ridge
577.9535063285176,468.23207988567384,534.847450779651,477.01913297266583,400.539236146243,534.8474979797688,399.4073355695521,402.4616362256896,408.5469898415711,399.40732883596377
569.2687719482157,455.0752857426704,531.3001098924628,465.413119718086,397.58822049729065,531.3000569035332,388.465934996743,384.65921959288914,397.1936098749779,388.4659230945796
571.6093592507183,427.9653236434986,510.5858016469176,444.9444500366183,376.6970412826308,510.5858015244464,366.2916060725747,367.32905652852014,376.3902416685306,366.2916060227195
576.6588831525228,466.31106314541023,549.6478602391455,478.7688835673035,396.7196655264459,549.6480048137672,394.17190236279026,386.10427884936854,406.33299625973825,394.17190261668026
629.5070216110448,452.741083217016,516.847469316078,456.7212302288244,402.1637822520098,516.8474823874075,392.6001389810544,387.7802122098209,402.6327062467686,392.6001311684609
579.1395254699324,434.69004924064456,501.6083700368277,450.9296683415914,382.8808330184298,501.6082683418699,367.67997828948097,366.9316360730056,370.8446911778547,367.6799753154421
581.0801394648116,449.0518655943074,521.7098187250258,469.73339487929974,396.80217647333495,521.7097240668378,384.56792316908815,381.45234101731273,399.8645283766514,384.56792115936895
575.4118235367957,457.8235354684202,539.3916310445434,478.4720004842037,388.53812912434694,539.391701195013,383.9241039320244,378.0370660864539,390.6454121056085,383.92410385852935
569.438520202032,459.3085652907724,515.1394300707744,475.21310854449206,382.8804915417816,515.1393417215838,379.1172285119966,375.73906815843384,395.0896256610247,379.11722849220513
572.3134187836357,441.2651016998933,500.4799131452448,448.39107734192487,374.41499244458913,500.4797705787928,368.8149729441903,359.99441941262097,378.7266634108166,368.8149740553288
589.4264245867872,465.6030161553243,529.385151162118,477.64149057561673,411.58605060186466,529.3851149560082,404.272041810093,404.0380232964521,415.45861124918423,404.27204096612184
571.507626922031,470.65703375563254,535.7644305435969,483.40666162637,409.9252167111431,535.764535308326,404.2016567235951,400.23334346969955,420.9167971138229,404.20165613661464
578.9989456109417,475.534928495661,550.7634069868626,490.7716893544025,393.8378685546673,550.7634380998735,394.46138130550634,390.1709327622373,401.36461818011696,394.4613811020253
579.7894968347539,483.6704904027674,565.5641175772669,512.4621902218721,404.1749425216167,565.564229219622,406.4120505033416,403.1923986538393,418.8641532501088,406.4120497763288
567.523634884786,470.8127097078804,545.6628968168574,495.58136907441474,399.8804618225233,545.6629525288212,396.5766647400861,393.2612813402947,406.770085436908,396.57666464096695
578.7566172866943,456.51767055967485,523.7712642048879,467.272390301149,385.7773655487551,523.7712305683923,383.3977736693791,380.56777261034534,398.9583113323182,383.397773465718
578.9029326254861,469.5969797835063,528.1409340980723,481.6117139748476,390.0656668472563,528.1409443608172,390.57419172733233,387.3569370925509,408.46672271436773,390.5741921257603
586.5064937031345,457.5224080124695,523.0405191198463,463.08739259719874,403.1706911890614,523.0405383300705,397.7567509684773,395.14236610824344,413.31467297239766,397.7567510608416
577.9088562034084,457.0774853425888,522.7241440560379,465.33226567937845,408.2660907809002,522.7240778967976,398.22804744781973,394.3812057142399,406.8585013776837,398.2280240639243
575.9411242601046,443.38066386530386,521.69111928646,476.3391946282084,379.74995478835166,521.6911660768429,375.5696269679537,371.08256739779273,374.6188380248643,375.5696269591712
580.1456629665557,436.9463306594859,513.2882293545654,460.644532437119,371.1371338156454,513.2882606938994,365.9715281626029,363.6236335560923,374.3202555884873,365.97152716594576
608.5047844451809,489.56607307258986,571.0170282609572,503.8162297668264,402.8232554566863,571.0172325691498,405.6302676632955,415.7872934095915,410.75385812172686,405.6302676978029
560.720348541236,459.4701970220693,518.7019166476058,471.606009370457,386.8747989055552,518.7018581243412,378.61335213050216,377.40406559785595,397.30832200969735,378.6133526003533
585.4310636535213,466.08038445708416,532.3644904272119,472.5824680169934,399.0780467656501,532.3645619381346,395.66604501184855,395.77354014346713,401.29906089324567,395.6660436593098
596.5910550558154,483.693012279707,564.222029500482,495.330561263686,402.9034017795532,564.222229818724,404.30623062702426,399.0997000756286,422.9727755471381,404.3062215842488
584.6259376884219,456.6369822824557,520.4034063811451,465.67607963476195,386.876647793903,520.403369319072,383.7086918485017,381.955489184708,387.36686590916577,383.7086910256403
609.2343162715104,442.8465299040284,509.3041625350863,449.9274499336536,393.1834563421163,509.30410175069966,388.49637740767366,382.923346830993,393.84579888173505,388.4963774146848
580.6893332811784,453.5532640323184,526.4414458648248,473.9629200055065,394.21140663529746,526.4414435318629,382.8620388562064,379.87893864198907,388.86502581320246,382.86202619348586
581.1627049848491,481.1403942388802,562.5558574235478,508.7328285871436,420.4860062820848,562.556020293017,414.9958644582121,415.19130152891177,412.7259848207533,414.99586309460625
578.3958120582606,436.2573960773374,497.7841828023832,450.5567408838221,379.06814442408336,497.784035285964,367.63974468455734,363.71857581851856,383.06300251775326,367.6397412652822
