baseline_DaL,baseline_llm_pilot,baseline_lr,baseline_nn,baseline_rf_light,baseline_ridge,dcpl_gate_lr,dcpl_gate_nn,dcpl_gate_rf,dcpl_gate_ridge
379.0332385231099,163.44428150041506,304.9937347862999,126.20967059566138,114.79231999280464,304.989201079184,130.5317388181465,144.24427778281265,115.95951649473336,130.53165185370173
517.1972212404106,167.7067815033788,319.882980217595,145.3338597722761,117.54081801808876,319.8781679418598,138.53199329693123,116.30666214082083,118.31353708879251,138.5311552581102
497.18682390263933,179.48847157596722,308.7909067022822,149.19962957880338,118.39999853331504,308.78636658356413,131.70356201000982,133.48681885525647,117.26548622273778,131.703566251081
410.7149889326085,179.5224787321231,305.00705073033964,132.9298259425296,117.42281487403122,305.0025625552625,134.4530191128293,127.33530580688152,119.04152208475097,134.45300346241416
566.8797739137307,173.9489566249097,310.0631639497647,134.0960879620032,116.68494372514007,310.05862314421637,132.65328701264792,124.29012270465194,117.6846168682152,132.65362436886556
424.5824065273097,167.32509605704112,316.0553384027392,149.22893552647298,116.62820203870652,316.05057026325636,129.70513025801037,126.77389459366562,116.82005418711272,129.70510958371509
380.84745295674986,175.40678082710767,319.69277507760717,134.2123276012874,118.3177379906297,319.6880241506689,132.43903628303434,112.31937753604085,118.20330989701117,132.43882508526698
436.20165181644353,175.94057712736745,312.91672029290004,145.7491611934459,118.05240949620446,312.91211653759154,139.9969273902555,140.52015989989965,117.20482567845356,139.99661225001142
543.7881431534262,168.79350780928232,318.22480250346297,151.0744532185009,118.09825777968948,318.22010897406363,135.00367989476212,138.64270667042751,119.08527678860024,135.0036829756424
531.0859270893607,173.57797913245906,324.40305938071015,146.63336886101453,117.59678747874638,324.3982278400103,132.37340878425093,127.96494201492644,116.79984622260002,132.3733655502478
445.3211148146515,171.15521759729987,312.5438569435544,149.9778493874177,116.46335406453878,312.53920077189025,134.5568342444709,101.4739845527774,118.9624192162388,134.5567803762525
452.32372018388435,167.55594019379058,321.5783955990185,136.81792394608163,118.19030435716972,321.57357704651497,132.67551152506798,140.66185224459107,117.315426023236,132.67553085902802
443.34177323992014,170.50855632985437,302.2046860013121,150.19726336544747,114.889560553273,302.20018086745023,130.32728340157405,99.0923144259864,115.81340760738216,130.32721313074867
497.65088068763777,163.19299795573616,310.25599420409833,128.35936385699293,117.17202112016687,310.25146195341483,133.08956775931168,126.35274344487628,116.4029497901406,133.08974067326972
490.9583596837784,174.611812997077,317.7960431928658,129.1363036557522,118.0872424190482,317.79132149296555,134.65862270226623,106.80337300465736,119.25719073707464,134.65868679946254
359.32294721069786,169.99740066051274,309.20155355962163,139.032368008365,118.44956604523992,309.19697740642664,133.17335280377935,105.08589463279225,118.85669748766324,133.17317892891862
400.68088935683505,177.91543492269994,318.7859526539812,127.4090220008798,115.6634057980366,318.7812306612598,134.71185483673256,105.72438029473965,116.16947519345403,134.71194216720716
450.6199492769794,178.8950252436054,310.86863043028615,139.27317380114596,117.6055755553434,310.8640686113055,131.66333490691432,112.52820030317008,119.39425932046446,131.6633208088385
465.17592207515895,169.72926878785398,313.2654552280421,167.40516652443108,119.42215736219946,313.26084751374754,140.6370850460991,122.02759634927637,118.63101189229508,140.63569588673303
343.4972243188169,174.5177464963402,312.1481277575414,134.84944661055522,116.32151153533889,312.1435195264603,130.6699954411339,124.10844580639306,116.24766456203098,130.66994466943447
339.93671650120916,170.9465778799015,309.5476043405028,154.21158338895913,119.10305018837202,309.5430858856402,138.50647512748574,159.17183557475667,120.77305829182524,138.50614468611832
438.36412133771177,173.13413759740698,307.62778490939655,177.9303711443261,116.70588797549163,307.6232044459367,131.46601621264807,139.26906778367896,116.68258307090036,131.46602643811156
511.65523367068226,168.71976461420198,305.62366706511955,139.3087803617038,115.42134701301634,305.6191413812222,131.67152655410058,108.32785873407492,115.63970742667328,131.67147424817907
389.85893577395825,166.45012444007145,297.9207134201401,141.8669256738859,113.53241064692254,297.9163491226015,125.32763843755066,95.14548790578102,114.67212897563888,125.32768767821156
419.85381614293465,166.73131406218366,308.1221897455856,165.81662632819493,118.77767700141824,308.1176759200142,134.3951753465164,110.17865240097169,120.49880398329826,134.3954893046442
364.85195991151306,171.4319878242316,321.34450553914064,163.0935070163629,116.2572966975412,321.3397477583798,133.6707832685408,124.15604240003732,117.14239015713004,133.6707365057812
547.6290342670546,171.18955308789435,311.76404197472755,144.4829557583758,117.97988925004952,311.7594437972679,130.98924316356903,115.96180128521118,116.94657791065455,130.98925332238838
358.2574521458698,170.0190131404541,316.4989729894556,134.38594707690203,119.38207357437192,316.4942621179231,136.9800749716809,131.51407129766622,120.72136751876351,136.9792971056523
471.7474369798141,176.88314251047262,305.97260299316144,143.70132722854336,116.73181709453218,305.96801348267036,133.29120767619025,120.2995362200204,117.28681635723872,133.29110982120164
552.7688949082483,170.30606283307142,319.4054032836426,142.33072514207876,120.07768168086676,319.40067733895216,136.94794729597345,134.4373010052245,119.86465411670557,136.94783089157252
