baseline_DaL,baseline_llm_pilot,baseline_lr,baseline_nn,baseline_rf_light,baseline_ridge,dcpl_gate_lr,dcpl_gate_nn,dcpl_gate_rf,dcpl_gate_ridge
299.60604239648677,201.3613876308721,263.14264406545215,200.23391050641555,163.4684019207645,263.14172179320184,163.69703833332647,161.85063912600805,165.5403659808482,163.69703810158583
264.22849574122876,202.06843881688775,264.06571928787446,208.14492765494515,161.69872531686943,264.0648181264721,163.57279010564946,158.2503384085315,161.12841432956537,163.5727580647928
294.8246293208734,198.38076810944509,259.45807436354056,211.2034480781576,159.1624306739404,259.4571094553891,158.89408887794386,154.98647750139625,157.88381488616807,158.8940838532672
301.2345567516202,203.01192956988777,265.8762115978843,202.9022495985718,162.4569117269446,265.87527844218505,163.80859571543547,163.0580369601299,164.74717998182234,163.80860924214102
282.1414875948612,200.4594561840426,261.9453795554647,202.7731746392584,160.61775354582775,261.9444255967293,161.27767989272664,153.79329753930406,160.97458719300832,161.27771066228976
273.56741805068464,203.13558953458588,263.3425550609205,211.81725529851343,162.25522978652108,263.3416473943445,163.02971945708703,156.6006678521046,162.42801797156616,163.0297822730844
280.700366201376,197.5728720515841,259.3088908413138,206.7154259264852,158.35207548968992,259.3079782894274,158.8814745213825,156.88544733543802,159.22991335979012,158.88154229998634
275.3218434926016,198.71995407771425,261.82026192770763,207.74023621209523,162.64238052281846,261.81932556168886,162.2668960494015,156.83991255503685,163.11614862685565,162.26689709941724
264.65040233808026,196.86910139403457,260.815847779381,208.1705035861379,160.7821710133736,260.8149478921772,160.1470958462997,156.72232136707697,162.07912254168414,160.1471023842551
283.98263033491634,198.05209942654145,262.53555808313024,205.26621579959345,159.6082831583692,262.5346393047912,160.4144084951753,154.93855243468477,158.65701686215982,160.4144061619727
302.0312669357273,200.73642090898392,263.22563210049947,204.35665200340145,161.08142487101628,263.2246839738043,161.3596547670644,155.85782819897975,160.74117505108788,161.35968342280685
301.4993989901041,200.59244513633195,262.2861573272359,208.76626082201108,160.46719036032312,262.2851907704271,160.75822060130452,156.60996945421525,159.77882225894876,160.7582104266198
282.16881712128435,202.5146052479357,263.6157902935866,212.73891413551803,160.6930261044488,263.61487954834587,162.79721801765945,160.61083222918342,161.96171889951685,162.79724028678075
287.1008150027555,197.6625261724498,260.4013397042544,209.0547351457761,156.25900762373465,260.4004078148848,157.99005912071968,151.7934118416049,158.80484126005064,157.9900535030812
295.57012774411413,197.8632160953799,260.5208265396566,200.5485975188127,159.4904666347239,260.51986899665604,160.12304021133224,157.74484639786644,157.17388153725986,160.1230362852805
287.2983593806519,199.3106554234742,263.7158168374049,200.9308504005381,160.75123523312732,263.7148590232441,161.1758890128619,157.75606172728115,159.99136408525035,161.17589547171383
276.21575185291533,201.0749416805824,263.2148209133513,203.52588366699968,161.6175079397102,263.2138770025212,162.78834262816886,157.5679993888463,161.80545046295506,162.78832009561336
292.98985826198026,199.50037960010255,263.9228294162413,213.36297138988095,161.0555286150597,263.9219244118798,161.48769671898393,158.07570528286814,162.17685708989606,161.48769872769353
321.80972461597537,202.6172039410061,264.5098241467637,209.4116114932053,164.4461773514198,264.5088661260474,164.52999475014337,159.05805924616183,164.4772794533182,164.52999338950465
273.4178756793869,201.13715828412137,263.68136174396034,202.74340120706475,161.99597104305454,263.6804743618652,162.38070351481568,157.228823800548,160.33214476132898,162.38072706658733
286.41222043623065,200.6048881360878,262.277425997787,203.89867151671805,159.71704998440157,262.2764666349166,160.38827784692054,157.850092466747,160.0359334851713,160.38829375427284
292.31720105545196,198.66874029208137,261.32688768064025,206.8751817080888,162.60816388333268,261.32597475890486,163.29438156873667,156.45503711558254,161.49426020979237,163.29435701256097
283.2851220058283,204.64109755819783,265.31266727274584,207.31222251580917,160.32261407158998,265.3117611883934,161.92152997514253,160.193640296639,160.3385194067347,161.92150100582896
271.221560354481,197.97118578761467,258.7460164590922,200.5896112191778,158.57743934842344,258.74507826544493,159.82214973667186,154.61898823407012,158.2525348032533,159.82207540812576
260.0821767808129,196.204390207144,259.2682941200671,197.08679476275137,158.61389165817644,259.26736152688807,158.26267416496847,152.39650119094964,159.850775441295,158.262700695408
289.47183990918353,203.43075981038297,264.0866282660942,203.49083491668867,161.7237974111755,264.08572153492554,162.99042634084677,164.3263165312454,162.3006394517268,162.9904168445934
264.3119176362408,201.42345509849252,263.59161264115795,204.14910365861465,162.18296228058688,263.59067782997636,161.62250994087907,159.75371750106865,163.37698139040128,161.6225707505202
271.0220874049001,199.8283324909064,260.939524206017,211.6466977257307,160.02409166058476,260.93856692870804,161.10247137046355,158.24165712242987,162.6844486794923,161.10245896009252
263.57464886038366,201.07098308221137,262.60809208859007,206.60490057321297,160.80321972320706,262.60712977109256,161.0550610730992,153.07851361153686,160.79852190347,161.05506441954756
255.4681075146264,200.59495029078752,262.77169652354866,204.39122855929597,160.2614847116178,262.77077602485116,160.7941258373658,159.0805789387644,160.91142796130822,160.79414649210796
