baseline_DaL,baseline_llm_pilot,baseline_lr,baseline_nn,baseline_rf_light,baseline_ridge,dcpl_gate_lr,dcpl_gate_nn,dcpl_gate_rf,dcpl_gate_ridge
1528.1122191635204,401.4111398052643,546.1918770110701,368.9811005258035,270.1045456044953,545.8341941724982,470.3165311363476,416.5539982191784,443.31233636992965,472.38539553607575
503.12228554147816,410.0003345456951,650.6296491928676,444.7567971945125,330.7123930507273,650.2252395043081,598.4443710623995,641.2406417756226,581.9437037812913,599.1152453640372
735.4335915825808,422.9947230667621,628.5762992174116,497.7452963104516,291.21382916063084,628.1955928102336,1002.1229916818882,316.89516281972357,519.5817269108824,1001.6612301650288
883.4778257309257,419.86404532544253,557.9283686191964,406.1012227980857,321.71470882458476,557.5899139630855,666.6866252222554,1532.6135698126786,576.6399072528283,666.6866041850307
799.2074135007698,403.40633343864977,473.6248614496346,361.868316683007,289.31933269975667,473.323698812895,651.8992813512652,456.0587170825908,574.2676334889636,651.980033959296
827.8067806885853,356.8641263738384,580.7242257653024,340.61680532577543,258.9411966157185,580.3789209023845,621.3706835334516,322.6856683801868,419.1039328475551,621.490448525216
1482.3576227510946,431.4264374976587,650.495266142974,460.9194977210808,290.2345827875243,650.0926584518138,729.6310274928695,833.627030431082,471.3695670661168,729.6141311722021
639.6364454041426,393.09641534877915,538.3487627332521,483.56286785283487,268.4115616309265,538.0194638850162,776.9817504953301,922.694229727498,508.06907978054943,659.9211017955973
809.1888147538052,393.4260481169903,555.9744721932636,521.984654020526,307.69831394079455,555.6443595725366,659.0471649723887,403.6342044395302,499.87871510487975,658.5752215687579
727.0934766208798,386.41885576039994,587.1320788032058,320.7283895584946,279.901531677447,586.7587584712691,682.6786383858262,689.0239333690924,452.771789434707,682.6304715749515
798.4759936461569,407.3639797221313,566.097988818976,453.2583589121035,251.76716413898768,565.7739382410672,781.5974787607983,440.2110052579419,465.96314014645424,779.4672053084657
777.4125328260076,381.4517017597817,560.9915756191584,403.1742167940774,316.88294436914623,560.6600137608793,649.6001435559908,592.5502568213489,534.8277928914446,649.7638360957685
793.9817794010543,346.3878535457493,551.353974787527,366.1403453840729,269.8373633091469,551.0134949042751,712.9334424984614,523.3906416011242,425.3268853580809,712.940681493725
955.1859642220752,338.9397372638066,519.6472735699846,322.30567122486013,265.3076364049937,519.3158526467323,664.2521941971386,601.353925402031,455.50380250954936,664.2380920594018
733.3851060112339,348.09656193723225,588.3014247609658,276.37361948695667,277.8753201045158,587.9412661954691,688.8679669709909,390.1045108278612,474.6334877619475,688.8752579464664
781.6887253682332,374.604336511742,556.6737037437772,403.62532386762354,289.2482973923173,556.3404993715861,591.4847334680635,573.3560287512407,446.9072851856879,591.4718858951958
838.1628931121106,355.16637207689797,485.2840168162123,353.27746899965587,308.4007542083058,484.97411620980085,697.5778745494001,549.8609716354011,511.9719278164341,697.5747276073257
1530.1010024187706,351.97501155357537,421.0257188910877,368.60366786822624,271.8775335803466,420.7756633468762,715.5588011026177,449.6501929968937,463.28672604278773,715.4594179660677
758.0075985533282,375.8387180461536,526.5624755421617,433.7991903693585,302.30654998559226,526.2235656009176,582.9755362921449,368.8257018395035,491.286590907862,584.0460354591494
705.430318660925,390.7839536048912,561.5123642071911,457.20086172913386,301.5528455441251,561.1853817486528,692.5888093276055,544.0560624384165,454.3414561177468,692.5763666496122
751.8611124704673,403.4442455343336,614.8179021511963,261.4899424636364,259.4976594515483,614.4662538632808,659.1730601947011,462.60152058271586,396.4453130937253,658.9180320773036
835.0114160229601,392.57225933400895,531.1648470759084,320.8758706205514,254.83011029306203,530.8209932827422,647.5662763405116,470.5491586376006,393.1117014031458,647.5974584646851
709.463832707544,394.6983196961746,492.3022295626049,445.31133061483945,280.83791558435587,492.03022410335046,666.3473157469001,390.9149186978523,473.3413326626998,666.315593524753
826.9393543649708,408.8432422283565,531.1292885726015,357.10817645394616,289.3673734081272,530.8194471286988,469.1930684481532,535.7188335149291,464.7407074302416,469.24588746033385
1059.4218758957472,423.8240334913687,642.1928803082061,355.86062122307317,288.86257626193884,641.7886088711633,809.138751408234,603.6533913944053,458.57047891384985,808.8022863961204
665.9308064786266,368.74193034755416,558.9324764692506,585.755956730453,325.31442613873236,558.5814999940173,533.824354923286,734.1544384425113,600.7256417981217,535.6479009841664
1501.4296644400822,355.9654920039014,542.3575155275894,402.8583346763175,260.20893956144494,542.0360771222665,626.0263898751543,463.34354255699697,419.9497588480268,625.9937614044612
809.069596485254,417.7697711312395,449.5109852728466,326.91095444656094,313.7262668687625,449.22271257160605,595.3452579237972,525.6693677491867,501.76121295015986,596.2559362264465
778.8041705511275,324.49643891780863,528.4184880856118,410.7521186912419,306.15157062895236,528.0935497247627,690.5157219795985,543.610343477218,493.97822526505973,690.3428617647318
,374.1641426430556,485.93749302172745,390.280742260146,279.1593180696991,485.63102170815046,706.4596401191111,465.8281962284393,504.6746874176582,706.2465578294582
