LLM,Metric,Method,Rank,Mean,Std,IQR,n_runs
google_flan-t5-xxl,R2,dcpl_gate_ridge,1,0.652750294381967,0.02183623496299909,0.02716321176327119,30
google_flan-t5-xxl,MAE,DaL,7,148.88372086063478,9.375547493968938,12.6930613734269,30
google_flan-t5-xxl,MAE,llm_pilot,6,104.69283743395908,1.7743048136792006,2.6036174608615,30
google_flan-t5-xxl,MAE,lr,6,135.5208876556663,1.4766957447761462,2.775594471865304,30
google_flan-t5-xxl,MAE,nn,5,109.56893245389504,3.1396408924538193,5.182232879437493,30
google_flan-t5-xxl,MAE,rf,3,83.66716545950626,1.2601135511706492,1.1975387489066094,30
google_flan-t5-xxl,MAE,ridge,4,135.51982164718336,1.4766970914143243,2.775573481969815,30
google_flan-t5-xxl,MAE,dcpl_gate_lr,4,83.40150248789385,1.443631933723154,2.5021235799430883,30
google_flan-t5-xxl,MAE,dcpl_gate_nn,4,81.06252895734376,1.901801611671086,2.435286154438913,30
google_flan-t5-xxl,MAE,dcpl_gate_rf,1,82.94120230082531,1.444494318358571,1.7311180030595636,30
google_flan-t5-xxl,MAE,dcpl_gate_ridge,2,83.40150414732297,1.4436234017157257,2.5021270871790335,30
google_flan-t5-xxl,RMSE,DaL,6,379.53763110012676,12.435408945457604,10.89969596530949,30
google_flan-t5-xxl,RMSE,llm_pilot,5,292.5865984642143,13.16176828664949,15.81244422906525,30
google_flan-t5-xxl,RMSE,lr,5,345.8777580602806,15.278201248450983,18.54915007718506,30
google_flan-t5-xxl,RMSE,nn,4,308.1679415560978,13.42188504154991,17.315763317369885,30
google_flan-t5-xxl,RMSE,rf,2,248.1160086723626,9.389701900737661,13.126689190268877,30
google_flan-t5-xxl,RMSE,ridge,3,345.8777878875352,15.278279510898615,18.549142828461754,30
google_flan-t5-xxl,RMSE,dcpl_gate_lr,3,241.93477817914282,10.334219717507075,14.995274906962436,30
google_flan-t5-xxl,RMSE,dcpl_gate_nn,1,241.29671332993442,10.090917277525937,12.236628838587734,30
google_flan-t5-xxl,RMSE,dcpl_gate_rf,1,248.29231708325062,10.346231933979682,13.813997211733408,30
google_flan-t5-xxl,RMSE,dcpl_gate_ridge,1,241.93477700591708,10.334219165674062,14.995267380026633,30
google_flan-t5-xxl,MRE,DaL,6,698.4386547162129,119.1057992298601,180.21075227756398,30
google_flan-t5-xxl,MRE,llm_pilot,5,221.60410355886154,9.13954624114687,6.964149078622654,30
google_flan-t5-xxl,MRE,lr,5,436.397404661811,11.231719181943191,18.03672068229696,30
google_flan-t5-xxl,MRE,nn,3,180.4197732469948,12.511230976495717,15.19877385602905,30
google_flan-t5-xxl,MRE,rf,1,143.4713649192765,3.26960852523013,4.077232790008452,30
google_flan-t5-xxl,MRE,ridge,4,436.3835559421356,11.231329491144534,18.03617073818276,30
google_flan-t5-xxl,MRE,dcpl_gate_lr,4,168.63093737595784,4.494025497288833,5.4363737832842105,30
google_flan-t5-xxl,MRE,dcpl_gate_nn,2,146.11805791522545,22.213705352879845,24.30838531629982,30
google_flan-t5-xxl,MRE,dcpl_gate_rf,2,143.85514865217556,3.1648538853599555,5.270797451279492,30
google_flan-t5-xxl,MRE,dcpl_gate_ridge,2,168.63095757769935,4.493898111491649,5.435903159943194,30
google_flan-ul2,R2,DaL,6,0.14086246398792646,0.03590197625276921,0.029097730499621083,30
google_flan-ul2,R2,llm_pilot,6,0.5034086365452983,0.042424542679251546,0.05944803722882486,30
google_flan-ul2,R2,lr,6,0.29776594649155985,0.012048233854602191,0.017984208363912735,30
google_flan-ul2,R2,nn,5,0.4358679522768266,0.02753071987075097,0.0466290398063558,30
google_flan-ul2,R2,rf,3,0.6149212097637856,0.07044112796968371,0.055520637395641836,30
google_flan-ul2,R2,ridge,7,0.2977663192390807,0.012048084920206453,0.017985390810756563,30
google_flan-ul2,R2,dcpl_gate_lr,2,0.6357740464932671,0.052824981193677865,0.049693106052711156,30
google_flan-ul2,R2,dcpl_gate_nn,4,0.6347247303633176,0.04998573525486238,0.05134644015952006,30
google_flan-ul2,R2,dcpl_gate_rf,4,0.5917524873960522,0.05489049819136423,0.05488657843408218,30
google_flan-ul2,R2,dcpl_gate_ridge,1,0.6357740602177169,0.05282498241366898,0.04969310905473756,30
google_flan-ul2,MAE,DaL,8,134.08570429386432,8.138406257468866,11.404345755986867,30
google_flan-ul2,MAE,llm_pilot,6,94.12393065010022,1.891434238943427,1.6921068598933005,30
google_flan-ul2,MAE,lr,6,122.86454192358,1.9248532885780565,2.6548979212888923,30
google_flan-ul2,MAE,nn,5,99.26224319474584,2.933001862041352,3.6342514162703594,30
google_flan-ul2,MAE,rf,1,78.20820852273037,1.8808781332245335,2.6729692179511773,30
google_flan-ul2,MAE,ridge,7,122.86271922120278,1.9248637117473208,2.654924821709102,30
google_flan-ul2,MAE,dcpl_gate_lr,2,78.75654486124272,1.7213364987910735,2.308272543575086,30
google_flan-ul2,MAE,dcpl_gate_nn,2,77.74757555400261,2.2655834971152355,3.4062791712577933,30
google_flan-ul2,MAE,dcpl_gate_rf,4,80.38951342377771,1.6767936760506974,2.4803118717459967,30
google_flan-ul2,MAE,dcpl_gate_ridge,3,78.75650050394597,1.7213179343371445,2.308220243782955,30
google_flan-ul2,RMSE,DaL,7,354.27620270228346,6.4296946096942245,4.477341251849339,30
google_flan-ul2,RMSE,llm_pilot,5,263.119488392222,13.696655889924811,14.470635366486022,30
google_flan-ul2,RMSE,lr,5,313.3855018177334,15.661106427631758,20.4108194796583,30
google_flan-ul2,RMSE,nn,4,280.6796844133235,12.668828268225303,13.200679350543282,30
