target,experiment,R2_mean,R2_std,RMSE_mean,RMSE_std,ΔR2_improve_mean,ΔR2_improve_std,ΔRMSE_improve_mean,ΔRMSE_improve_std
Target_throughput_tokens_per_sec,M1_no_interaction,0.5458981969984198,0.12110071140361293,371.30019311961263,107.38372834362752,0.0,0.0,0.0,0.0
Target_throughput_tokens_per_sec,M2a_add_AIxNonAI,0.5456704119118893,0.12161358149572041,371.35423402132363,107.36812097246533,-0.00022778508653051476,0.0030611299956733685,-0.05404090171102439,0.7504856521091247
Target_throughput_tokens_per_sec,M2b_add_AIxN_and_AIxW,0.5461637942826123,0.12110299886091162,371.2180710787495,107.48111268789081,0.00026559728419256674,0.0051581778008296265,0.08212204086308938,1.6298443111274006
Target_throughput_tokens_per_sec,M3_full,0.5606293068853301,0.1285903239159496,364.01797907060825,105.67625278512016,0.014731109886910293,0.015589114342294305,7.282214049004407,8.34765174414731
