model,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std
M0,0.9600559874599909,0.0004563481830073213,941.3618524836502,20.70609499509981,345.3395815327579,3.125429643929537
M1,0.7357156020391221,0.0028997161166551878,2421.1762146202136,34.68081285037479,1255.006179783146,4.711946091722999
M2,0.7499828204602528,0.002476887608820302,2354.9373617343667,34.94906179461719,1241.4637576352682,4.361807135107265
