experiment,method,cv,target,per_model_file,n_train,n_test,R2,MAE,RMSE,MRE,iteration,seed,source,run_folder,summary_path,parent_dir,dal_depth
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.17027244814445885,200.88942053271077,539.0911697585157,443.747447614192,10,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.2044658345372523,207.20777403574002,527.4445723808224,526.6533626241606,11,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.14939665744519637,219.18785915550166,543.4997941250525,559.557976377343,12,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,-0.035233947824136136,250.5010101415634,598.1574470443528,688.1979270725843,13,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.18446893308291967,217.91186404045757,533.083295373729,592.131042783934,14,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.1687423703519696,212.36349323052886,537.5641368484952,504.8920645376551,15,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.14459046423590483,214.44503227626743,546.3564973274188,507.9427956305063,16,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.17336474921108802,204.44466726059906,537.290220963611,452.3699846940119,17,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.17626219806835464,203.41683990007272,536.4196647900992,428.130392873014,18,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.2019843403016578,214.64949646256113,528.753733321309,577.6085601906594,19,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.16706027994506478,198.05611742226154,540.2522560523577,441.5461103734907,20,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.15424497004082782,213.80071464006025,542.7041793412079,451.5631249695716,22,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.16253561928910354,209.76716364955172,541.031254758124,471.1194754293959,23,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.15147717318022524,220.16495480490937,544.0839423767422,560.8312624708569,24,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.18642197468582233,209.43848346865397,533.4259661462255,534.1007662997887,25,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.14942897571299918,208.2133935918434,544.6582818238161,417.9777779835815,26,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.15516859056923316,226.83595160765535,537.6869689817047,630.2347093388203,27,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.23599622147949606,198.12141545006565,516.8877903275628,452.57853554661284,28,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.19568881921781145,213.44669998772082,529.57750567811,536.9911714883357,29,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
DaL_depth1,baseline_DaL,,,data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26,800,88919,0.2601383314764223,189.93532284525813,508.7145899847384,418.9693915259788,30,,dal,results/DaL/raw_results/data_EleutherAI_gpt-neox-20b_Target_throughput_tokens_per_sec_800_0-30_01-16_09-18-26.txt,,,1.0
baseline_split80_llm_pilot_iter01_seed42,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3886887069490251,113.07380348255828,328.9330879593446,401.4111398052643,1,42,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112734/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112734,
baseline_split80_llm_pilot_iter02_seed1042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4424204483681062,111.33903198141068,281.287569742543,410.0003345456951,2,1042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112739/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112739,
baseline_split80_llm_pilot_iter03_seed2042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4349257280383677,113.0541487482467,275.3226534570557,422.9947230667621,3,2042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112745/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112745,
baseline_split80_llm_pilot_iter04_seed3042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2490710344334229,128.06660984253833,376.7128321235052,419.86404532544253,4,3042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112751/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112751,
baseline_split80_llm_pilot_iter05_seed4042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4382762963015358,125.8857368982178,357.7071695699406,403.40633343864977,5,4042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112756/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112756,
baseline_split80_llm_pilot_iter06_seed5042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4072805270826368,113.51077292591332,321.35681958906645,356.8641263738384,6,5042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112802/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112802,
baseline_split80_llm_pilot_iter07_seed6042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2693612622791741,106.78188308089936,286.85585262052473,431.4264374976587,7,6042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112807/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112807,
baseline_split80_llm_pilot_iter08_seed7042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4525118298110334,109.99163893202002,290.72632337642057,393.09641534877915,8,7042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112813/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112813,
baseline_split80_llm_pilot_iter09_seed8042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4439905685319449,109.9688239278396,281.15033026097734,393.4260481169903,9,8042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112818/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112818,
baseline_split80_llm_pilot_iter10_seed9042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2912253374737987,116.10548454234174,341.06047297342815,386.41885576039994,10,9042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112824/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112824,
baseline_split80_llm_pilot_iter11_seed10042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3410666810167494,114.99017574602138,291.69221655903584,407.3639797221313,11,10042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112829/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112829,
baseline_split80_llm_pilot_iter12_seed11042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4569271334449672,113.42649264693576,278.78934533814163,381.4517017597817,12,11042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112835/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112835,
baseline_split80_llm_pilot_iter13_seed12042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3496977472734022,115.58487939845524,327.30185284769385,346.3878535457493,13,12042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112840/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112840,
baseline_split80_llm_pilot_iter14_seed13042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3902977271809997,123.22403137051693,352.67755729318674,338.9397372638066,14,13042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112846/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112846,
baseline_split80_llm_pilot_iter15_seed14042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2703771068823704,120.25115214776233,343.477438026298,348.09656193723225,15,14042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112852/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112852,
baseline_split80_llm_pilot_iter16_seed15042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4750088345332041,102.58405811366843,246.9769211768032,374.604336511742,16,15042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112857/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112857,
baseline_split80_llm_pilot_iter17_seed16042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3769146305748215,123.0509945001427,329.6379603465388,355.16637207689797,17,16042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112903/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112903,
baseline_split80_llm_pilot_iter18_seed17042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4788352266519952,113.54590546749016,305.50755701671164,351.97501155357537,18,17042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112909/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112909,
baseline_split80_llm_pilot_iter19_seed18042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3586050655592632,119.2834726746456,331.29505369148757,375.8387180461536,19,18042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112914/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112914,
baseline_split80_llm_pilot_iter20_seed19042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3348076286550832,106.3942942253956,271.48201595152693,390.7839536048912,20,19042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112920/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112920,
baseline_split80_llm_pilot_iter21_seed20042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,-0.0742000363077093,125.78836400706768,318.77734219274134,403.4442455343336,21,20042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112926/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112926,
baseline_split80_llm_pilot_iter22_seed21042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3929371990386057,119.12182293032276,336.0159388285391,392.57225933400895,22,21042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112931/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112931,
baseline_split80_llm_pilot_iter23_seed22042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4582264238815304,115.18975925389752,291.66414004677495,394.6983196961746,23,22042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112937/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112937,
baseline_split80_llm_pilot_iter24_seed23042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2976865593015886,121.45457997504003,349.5441604041848,408.8432422283565,24,23042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112942/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112942,
baseline_split80_llm_pilot_iter25_seed24042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.33616981109957,107.5267928945736,257.95748346939484,423.8240334913687,25,24042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112948/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112948,
baseline_split80_llm_pilot_iter26_seed25042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2807211249708095,112.98107720475748,329.71290286164464,368.74193034755416,26,25042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112954/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112954,
baseline_split80_llm_pilot_iter27_seed26042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4041941991991225,112.53871608686023,282.1151950788715,355.9654920039014,27,26042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112959/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112959,
baseline_split80_llm_pilot_iter28_seed27042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.4222566847305244,126.03692770984055,385.23252503413414,417.7697711312395,28,27042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_113005/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_113005,
baseline_split80_llm_pilot_iter29_seed28042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2940748956710592,116.3618004521018,352.14079915890153,324.49643891780863,29,28042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_113011/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_113011,
baseline_split80_llm_pilot_iter30_seed29042,baseline_llm_pilot,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.3730657999069013,125.65311709464602,386.41107961425234,374.1641426430556,30,29042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_113016/permodel_split80_baseline_summary_llm_pilot.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_113016,
baseline_split80_lr_iter01_seed42,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.245325200158159,136.46653896126165,365.473823596587,546.1918770110701,1,42,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104107/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104107,
baseline_split80_lr_iter02_seed1042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2351999460411544,142.12938622035304,329.4360155914232,650.6296491928676,2,1042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104113/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104113,
baseline_split80_lr_iter03_seed2042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2140598972015677,145.50895845942168,324.70120777548584,628.5762992174116,3,2042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104118/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104118,
baseline_split80_lr_iter04_seed3042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2445382289969272,147.69035533827872,377.8480905633149,557.9283686191964,4,3042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104123/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104123,
baseline_split80_lr_iter05_seed4042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.273797805170327,147.4849142390857,406.71954974743625,473.6248614496346,5,4042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104129/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104129,
baseline_split80_lr_iter06_seed5042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2170771823369703,140.82853191796235,369.3366434937194,580.7242257653024,6,5042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104134/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104134,
baseline_split80_lr_iter07_seed6042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2130496537295484,131.00426778201256,297.7049345734398,650.495266142974,7,6042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104139/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104139,
baseline_split80_lr_iter08_seed7042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2684885314132071,135.43063319091405,336.05282913248084,538.3487627332521,8,7042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104144/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104144,
baseline_split80_lr_iter09_seed8042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2083208624015268,143.62943201423536,335.4842367792206,555.9744721932636,9,8042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104150/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104150,
baseline_split80_lr_iter10_seed9042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2383516276940847,139.21136784762157,353.55302482455005,587.1320788032058,10,9042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104155/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104155,
baseline_split80_lr_iter11_seed10042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2106154247719461,146.18472213260742,319.2628781795729,566.097988818976,11,10042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104200/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104200,
baseline_split80_lr_iter12_seed11042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2457767494153873,142.32633668316606,328.5466761321986,560.9915756191584,12,11042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104205/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104205,
baseline_split80_lr_iter13_seed12042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2475032468246987,138.6182307116461,352.08145460113786,551.353974787527,13,12042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104211/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104211,
baseline_split80_lr_iter14_seed13042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2330212916193954,146.57834648695575,395.5583631822561,519.6472735699846,14,13042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104216/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104216,
baseline_split80_lr_iter15_seed14042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2277799550408843,139.16990967961252,353.361739432207,588.3014247609658,15,14042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104222/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104222,
baseline_split80_lr_iter16_seed15042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.194532243443223,133.91831397709672,305.917593899836,556.6737037437772,16,15042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104227/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104227,
baseline_split80_lr_iter17_seed16042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2638266051678071,139.27196144594387,358.3055212495034,485.2840168162123,17,16042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104233/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104233,
baseline_split80_lr_iter18_seed17042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.295984336631227,135.04364180704698,355.07949347043206,421.0257188910877,18,17042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104238/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104238,
baseline_split80_lr_iter19_seed18042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2744606289886496,141.41603431987414,352.35681936813194,526.5624755421617,19,18042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104243/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104243,
baseline_split80_lr_iter20_seed19042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.2326186191341814,134.60064781333674,291.590294367992,561.5123642071911,20,19042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104248/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104248,
baseline_split80_lr_iter21_seed20042,baseline_lr,split80_20,Target_throughput_tokens_per_sec,data_Salesforce_codegen2-16B,4820,1205,0.1843513342472338,140.06314662955558,277.7770932932272,614.8179021511963,21,20042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104254/permodel_split80_baseline_summary_lr.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104254,
