target,experiment,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MRE_mean,MRE_std,ΔR2_improve_mean,ΔR2_improve_std,ΔMAE_improve_mean,ΔMAE_improve_std,ΔRMSE_improve_mean,ΔRMSE_improve_std,ΔMRE_improve_mean,ΔMRE_improve_std
Target_throughput_tokens_per_sec,M1_no_interaction,0.5458981969984198,0.12110071140361293,133.2050922462843,38.967833685557736,371.30019311961263,107.38372834362752,261.73716312786945,166.7758915147674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Target_throughput_tokens_per_sec,M2a_add_AIxNonAI,0.5456704119118893,0.12161358149572041,133.3643055391622,39.08628397118407,371.35423402132363,107.36812097246533,263.9136423655833,184.4447785165035,-0.00022778508653051476,0.0030611299956733685,-0.15921329287788627,2.9035295132157914,-0.05404090171102439,0.7504856521091247,-2.176479237713801,57.26870804832161
Target_throughput_tokens_per_sec,M2b_add_AIxN_and_AIxW,0.5461637942826123,0.12110299886091162,133.25802684712949,39.046405645516145,371.2180710787495,107.48111268789081,262.46912163041867,180.99457894748804,0.00026559728419256674,0.0051581778008296265,-0.05293460084518908,2.7465239300574735,0.08212204086308938,1.6298443111274006,-0.7319585025491651,54.83884318638814
Target_throughput_tokens_per_sec,M3_full,0.5606293068853301,0.1285903239159496,129.9143408287596,38.54294631603986,364.01797907060825,105.67625278512016,241.6682188712591,189.62170361162103,0.014731109886910293,0.015589114342294305,3.2907514175247043,4.686654947639346,7.282214049004407,8.34765174414731,20.06894425661039,57.25424018877658
