Workload_smpnum,Workload_reqnum,Workload_num_users,Workload_requests,records,NonAI_n_gpus,Workload_n_input_tokens,Workload_n_output_tokens,AI_model_is_flash_attention,AI_model_n_parameters,AI_model_is_encoder_decoder,AI_model_n_positions,AI_model_n_heads,AI_model_n_layers,AI_model_relative_attention_max_distance,AI_model_relative_attention_n_buckets,AI_model_vocabulary_size,NonAI_gpu_n_tensor_cores,NonAI_gpu_n_rt_cores,NonAI_gpu_n_cuda_cores,NonAI_gpu_n_sms,NonAI_gpu_n_rops,NonAI_gpu_n_tmus,NonAI_gpu_tflops_cuda_mixed,NonAI_gpu_tflops_cuda_fp32,NonAI_gpu_tflops_cuda_fp64,NonAI_gpu_tflops_tc_bf16,NonAI_gpu_tflops_tc_fp16,NonAI_gpu_tflops_tc_fp32,NonAI_gpu_tflops_tc_tf32,NonAI_gpu_tflops_tc_fp64,NonAI_gpu_memory_capacity_gb,NonAI_gpu_memory_bandwidth,NonAI_gpu_system_interface_gen,NonAI_gpu_compute_capability,NonAI_gpu_is_sxm,NonAI_gpu_is_nvlink,NonAI_gpu_n_gpus,NonAI_gpu_memory_capacity_gb_total,Workload_sequence_length,AI_model_torch_dtype_num,Target_latency_ms
609,100,4,1,1.0,4,88.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,108.0,1,412.0
758,48,128,1,1.0,2,84.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,104.0,1,2186.0
857,64,32,1,1.0,4,18.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,19.0,1,286.0
416,24,32,1,1.0,2,286.0,50.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,2,32,336.0,2,8914.0
749,8,128,1,1.0,4,47.0,20.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,67.0,0,4118.0
466,66,64,1,1.0,2,457.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,477.0,2,2184.0
69,108,32,1,1.0,2,85.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,105.0,1,645.0
271,23,128,1,1.0,2,87.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,107.0,1,3982.0
433,101,16,1,1.0,4,109.0,2.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,111.0,1,115.0
555,33,32,1,1.0,2,11.0,1.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,12.0,1,274.0
239,4,128,1,1.0,4,39.0,27.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,66.0,2,16282.0
506,47,64,1,1.0,4,16.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,17.0,1,291.0
358,110,32,1,1.0,2,216.0,3.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,219.0,2,686.0
743,0,128,1,1.0,1,123.0,6.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,1,24,129.0,2,8340.0
724,101,16,1,1.0,4,11.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,12.0,1,144.0
455,72,32,1,1.0,2,91.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,111.0,2,1593.0
60,24,8,1,1.0,2,93.0,36.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,129.0,2,1687.0
490,7,32,1,1.0,2,11.0,5.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,16.0,0,586.0
337,72,64,1,1.0,1,12.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,13.0,2,162.0
909,15,32,1,1.0,4,86.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,106.0,1,1347.0
410,61,128,1,1.0,4,364.0,12.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,376.0,2,1274.0
702,40,64,1,1.0,4,89.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,109.0,2,949.0
310,12,64,1,1.0,1,26.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,27.0,1,615.0
649,173,8,1,1.0,2,244.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,264.0,1,581.0
75,35,8,1,1.0,2,345.0,18.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,363.0,2,1105.0
185,8,16,1,1.0,1,93.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,1,24,113.0,1,1523.0
421,45,32,1,1.0,2,85.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,105.0,2,2243.0
258,0,64,1,1.0,2,244.0,50.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,294.0,2,10706.0
591,20,128,1,1.0,2,874.0,47.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,921.0,2,9213.0
349,49,128,1,1.0,4,88.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,108.0,2,2480.0
896,46,64,1,1.0,4,15.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,16.0,2,251.0
609,0,64,1,1.0,2,88.0,20.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,108.0,0,6529.0
368,19,4,1,1.0,1,88.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,1,16,108.0,2,1053.0
585,35,128,1,1.0,4,244.0,50.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,294.0,1,5182.0
184,29,128,1,1.0,4,87.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,107.0,1,1566.0
188,22,128,1,1.0,4,85.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,105.0,1,5106.0
690,16,64,1,1.0,4,39.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,40.0,1,130.0
543,39,32,1,1.0,1,244.0,381.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,625.0,2,16429.0
816,35,8,1,1.0,2,182.0,4.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,186.0,0,325.0
467,5,128,1,1.0,4,93.0,20.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,4,64,113.0,2,14530.0
740,266,8,1,1.0,2,563.0,14.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,577.0,1,242.0
102,140,2,1,1.0,1,84.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,104.0,1,367.0
683,123,8,1,1.0,1,874.0,2.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,876.0,1,243.0
242,104,16,1,1.0,2,345.0,9.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,354.0,2,553.0
630,2,32,1,1.0,4,6.0,1.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,7.0,2,254.0
489,176,16,1,1.0,4,79.0,30.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,109.0,1,759.0
50,11,128,1,1.0,1,90.0,4.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,94.0,1,1335.0
768,23,64,1,1.0,2,47.0,6.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,53.0,1,879.0
581,43,64,1,1.0,2,47.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,67.0,2,1333.0
816,45,16,1,1.0,2,182.0,4.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,186.0,2,257.0
16,45,64,1,1.0,1,9.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,10.0,2,622.0
199,66,64,1,1.0,1,13.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,14.0,1,1355.0
464,28,32,1,1.0,1,12.0,1.0,0,6.7,0,2048.0,32,32,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,13.0,0,603.0
537,27,64,1,1.0,1,83.0,20.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,103.0,0,3504.0
851,6,128,1,1.0,2,23.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,24.0,2,739.0
494,21,64,1,1.0,2,6.0,10.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,16.0,1,1652.0
786,19,8,1,1.0,1,87.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,107.0,1,899.0
56,330,1,1,1.0,2,86.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,106.0,1,341.0
126,2,128,1,1.0,2,19.0,1.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,20.0,1,36093.0
78,113,8,1,1.0,1,84.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,104.0,2,602.0
344,44,32,1,1.0,1,13.0,1.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,14.0,2,451.0
14,65,128,1,1.0,4,90.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,110.0,1,1905.0
581,1,32,1,1.0,4,47.0,20.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,67.0,0,1287.0
856,16,128,1,1.0,4,286.0,72.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,358.0,1,6729.0
281,5,64,1,1.0,4,23.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,4,64,24.0,2,1046.0
790,111,32,1,1.0,4,84.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,104.0,2,589.0
600,13,128,1,1.0,2,23.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,24.0,2,619.0
920,8,16,1,1.0,2,96.0,4.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,100.0,2,192.0
396,2,64,1,1.0,4,89.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,109.0,1,1316.0
850,30,64,1,1.0,1,109.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,129.0,2,1917.0
423,316,2,1,1.0,4,84.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,104.0,1,269.0
903,7,128,1,1.0,4,244.0,7.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,251.0,0,1650.0
257,10,128,1,1.0,2,14.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,15.0,1,9198.0
476,52,64,1,1.0,4,6.0,50.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,56.0,1,2433.0
469,41,8,1,1.0,2,17.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,18.0,2,83.0
819,244,8,1,1.0,1,13.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,14.0,1,92.0
208,39,32,1,1.0,4,96.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,4,64,116.0,2,2287.0
877,24,128,1,1.0,1,85.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,105.0,1,3939.0
546,173,32,1,1.0,4,93.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,113.0,1,608.0
726,134,8,1,1.0,2,67.0,47.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,114.0,2,1503.0
572,7,32,1,1.0,2,16.0,1.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,17.0,0,1942.0
325,8,8,1,1.0,1,85.0,20.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,105.0,2,1056.0
600,88,16,1,1.0,1,23.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,24.0,1,212.0
393,406,2,1,1.0,4,182.0,22.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,204.0,2,387.0
332,28,32,1,1.0,2,39.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,40.0,2,123.0
708,96,4,1,1.0,4,140.0,1.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,141.0,1,68.0
575,1,64,1,1.0,1,86.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,106.0,2,3390.0
823,152,8,1,1.0,4,90.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,110.0,1,508.0
314,22,32,1,1.0,1,335.0,13.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,348.0,2,844.0
784,154,1,1,1.0,4,89.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,109.0,1,761.0
733,5,128,1,1.0,4,31.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,32.0,2,3197.0
532,18,64,1,1.0,4,92.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,112.0,1,909.0
808,11,64,1,1.0,1,286.0,2.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,288.0,1,1215.0
403,12,128,1,1.0,1,874.0,2.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,876.0,2,739.0
383,123,32,1,1.0,4,15.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,16.0,2,236.0
737,75,64,1,1.0,4,216.0,2.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,218.0,1,575.0
831,79,4,1,1.0,2,11.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,12.0,1,67.0
203,4,32,1,1.0,2,364.0,13.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,377.0,2,663.0
145,31,16,1,1.0,4,161.0,9.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,170.0,2,643.0
731,102,2,1,1.0,2,89.0,20.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,109.0,0,804.0
95,19,128,1,1.0,1,12.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,13.0,1,2634.0
263,9,32,1,1.0,1,15.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,16.0,1,829.0
745,24,32,1,1.0,4,17.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,18.0,2,474.0
773,50,64,1,1.0,2,90.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,110.0,1,2182.0
