seed,n_train,n_test,R2,MAE,RMSE,MRE
42,4820,1205,0.18711779135100692,154.8887135136765,379.30639243373105,966.9895966746711
1042,4820,1205,0.2172402204532793,150.6196700443244,333.28162709004056,999.8354945209312
2042,4820,1205,0.045448335342034296,155.9110384314137,357.8400114526731,1022.5326969512334
3042,4820,1205,0.2574170304939235,154.56727172244973,374.61354660583925,992.6182271692583
4042,4820,1205,0.28727887186310985,167.90299912212518,402.92673642209763,992.9541349889322
