seed,n_train,n_test,R2,MAE,RMSE,MRE
42,15268,3818,0.22210946624709405,285.33100749361876,680.1148663680656,928.8988590877494
1042,15268,3818,0.2506110584981154,298.6907901903538,720.2969478712428,1019.6183790927367
2042,15268,3818,0.27736669426577576,270.19530443049894,633.9694530309628,1011.7049221233582
3042,15268,3818,0.27654462900496435,289.0178443969579,708.745896657559,993.9789187664012
4042,15268,3818,0.20749772045662318,293.2185464593553,688.0039184439909,971.7352678530453
