seed,n_train,n_test,R2,MAE,RMSE,MRE
42,110639,27660,0.4298226365120298,117.45092775229317,325.2277659986141,309.7373363248073
1042,110639,27660,0.19167748085645142,124.58797375037987,403.348521632096,315.6647185302399
2042,110639,27660,0.13810564486137034,126.46954627293594,417.58425816334716,308.1829007311415
3042,110639,27660,0.1882607857166091,123.01898146711908,394.1259272355992,309.8967127769435
4042,110639,27660,0.45677919865919514,115.06274658603006,307.529191959786,305.0395694141008
