seed,n_train,n_test,R2,MAE,RMSE,MRE
42,71775,17944,0.47832534242735425,157.3563134319041,421.9132706845279,284.5169485220542
1042,71775,17944,0.48134315326250243,156.6076674546672,413.89415378489974,283.3037464899449
2042,71775,17944,0.48621730618699543,158.31363621951428,431.5382720252355,264.5867685768493
3042,71775,17944,0.4952154827602916,157.42778000970085,416.6898995834464,281.5330467301844
4042,71775,17944,0.4782077501469906,157.40837885294067,425.86715513635744,277.4013121633417
