seed,n_train,n_test,R2,MAE,RMSE,MRE
42,107817,26955,0.48233815255049706,161.26941690405147,432.76696589921676,167.0344694521867
1042,107817,26955,0.4710704006126635,160.17474602992877,445.3027908800966,171.073744822513
2042,107817,26955,0.4914172526646883,161.54884845613114,429.6987025424596,165.32306364614698
3042,107817,26955,0.483167858622114,160.53696455768423,438.7245681002543,167.82020926927237
4042,107817,26955,0.4907714972645596,159.46294841340566,423.74859872994296,170.58541483994028
