seed,n_train,n_test,R2,MAE,RMSE,MRE
42,95432,23859,0.4661657729337766,173.44611041193693,473.8616671289124,221.74468745808954
1042,95432,23859,0.45178994389221727,171.32537271340075,471.376138375398,232.88149095266414
2042,95432,23859,0.46689916823397504,170.9306308420521,454.69812813065715,227.4770083023208
3042,95432,23859,0.463914875696827,173.27062691003357,486.78514317410895,229.1574607737097
4042,95432,23859,0.4537930481853033,173.98361458860992,465.18601923525733,224.26503314889837
