seed,n_train,n_test,R2,MAE,RMSE,MRE
42,136974,34244,0.4628045379443684,212.78224688851458,590.2242475969998,195.74632196053656
1042,136974,34244,0.45586214206606746,215.82030965485464,608.2606429722395,195.8185008441423
2042,136974,34244,0.4465950910270311,208.5915903321496,575.5818951172572,193.3804587045681
3042,136974,34244,0.4448131072461011,216.80345555669493,615.6365777593549,191.3519213929247
4042,136974,34244,0.4273004000031352,214.91177168604932,608.2364329032804,194.71114949584148
