seed,n_train,n_test,R2,MAE,RMSE,MRE
42,36684,9172,0.4188236070486817,98.66429304942318,273.91331901892653,272.9633330959915
1042,36684,9172,0.4010772649892248,100.0278110775187,279.75430009269354,274.2804233478765
2042,36684,9172,0.4150986103791776,102.78480366426784,276.9687432366469,271.7369380693042
3042,36684,9172,0.4220077224843307,99.82606822815062,292.752514085668,285.6085261400351
4042,36684,9172,0.4349828100312777,101.42422467710138,288.172011575725,269.4312282112583
